sPDL Tool v2.0 (Last edited 25 July 2015),Testset Quartiles,SiO2, , , ,TiO2, , , ,Al2O3, , , ,FeOT, , , ,MgO, , , ,CaO, , , ,Na2O, , , ,K2O, , , ,,,,
CL5_403516054CCS_F0050104CCAM02067P3.CSV,Pearson_1,39.6,+/-,5.5,0.8,1.84,+/-,0.71,0.09,6.3,+/-,3.2,0.3,31.8,+/-,5.2,0.8,2.9,+/-,1.6,0,3.7,+/-,1.4,0.3,2.64,+/-,0.61,0.14,0.81,+/-,0.79,0.07,89.58,3.7007,100A/95A/95A,9.64E+14
CL5_403516230CCS_F0050104CCAM02067P3.CSV,Pearson_1,44.7,+/-,5,2.2,2.45,+/-,0.91,0.2,7.2,+/-,3.3,0.3,31.3,+/-,5.1,1.4,3.2,+/-,1.7,0.1,0.5,+/-,0.8,0.2,2.62,+/-,0.61,0.19,0.86,+/-,0.81,0.06,92.88,3.7007,100A/95A/95A,1.21E+15
CL5_403516351CCS_F0050104CCAM02067P3.CSV,Pearson_1,43.6,+/-,5.1,0.7,1.77,+/-,0.69,0.12,9.1,+/-,3.5,0.4,26.2,+/-,4.8,1.2,3.9,+/-,1.7,0.2,4.5,+/-,1.5,0.4,2.82,+/-,0.61,0.11,0.76,+/-,0.76,0.07,92.65,3.7007,100A/95A/95A,8.26E+14
CL5_403516421CCS_F0050104CCAM02067P3.CSV,Pearson_1,43.3,+/-,5.1,1.2,1.92,+/-,0.73,0.1,8.1,+/-,3.4,0.3,30.1,+/-,5.1,1.3,3.2,+/-,1.7,0.1,2.4,+/-,1.1,0.6,3,+/-,0.62,0.14,0.97,+/-,0.85,0.09,92.99,3.7007,100A/95A/95A,1.10E+15
CL5_403516491CCS_F0050104CCAM02067P3.CSV,Pearson_1,39.2,+/-,5.6,0.8,1.7,+/-,0.67,0.11,7.8,+/-,3.4,0.2,33.2,+/-,5.3,1.9,3.3,+/-,1.7,0.3,4.1,+/-,1.4,0.7,2.78,+/-,0.61,0.11,0.73,+/-,0.75,0.15,92.83,3.72042,100A/95A/95A,1.02E+15
CL5_403692349CCS_F0050104CCAM01069P3.CSV,Snare,46.2,+/-,5,1.4,1.2,+/-,0.54,0.03,8.5,+/-,3.4,0.4,22.9,+/-,4.5,1.4,4.1,+/-,1.8,0.3,2.2,+/-,1,0.6,3.22,+/-,0.63,0.19,1.1,+/-,0.91,0.14,89.41,2.87912,100A/95A/95A,1.21E+15
CL5_403692423CCS_F0050104CCAM01069P3.CSV,Snare,46.1,+/-,5,1.5,1.32,+/-,0.57,0.07,9,+/-,3.5,0.6,22.5,+/-,4.5,1.2,3.3,+/-,1.7,0.2,3.4,+/-,1.3,0.7,3.15,+/-,0.63,0.22,1.15,+/-,0.93,0.18,90.06,2.87912,100A/95A/95A,1.27E+15
CL5_403692491CCS_F0050104CCAM01069P3.CSV,Snare,42.4,+/-,5.2,1.6,1.62,+/-,0.65,0.1,8.2,+/-,3.4,0.4,25.7,+/-,4.7,1.4,2.7,+/-,1.6,0.1,4.7,+/-,1.6,0.5,2.98,+/-,0.62,0.28,1.04,+/-,0.88,0.24,89.3,2.87912,100A/95A/95A,1.27E+15
CL5_403692559CCS_F0050104CCAM01069P3.CSV,Snare,44.5,+/-,5,1.2,1.57,+/-,0.64,0.09,7.6,+/-,3.4,0.4,23.3,+/-,4.6,1.3,3.5,+/-,1.7,0.3,2.4,+/-,1.1,0.7,3.06,+/-,0.63,0.12,1.05,+/-,0.89,0.1,86.95,2.87912,100A/95A/95A,1.15E+15
CL5_403692627CCS_F0050104CCAM01069P3.CSV,Snare,41.5,+/-,5.3,0.8,2.07,+/-,0.77,0.08,8.9,+/-,3.5,0.3,25.8,+/-,4.7,0.9,2.5,+/-,1.6,0.2,3.8,+/-,1.4,0.8,3.14,+/-,0.63,0.28,0.99,+/-,0.86,0.21,88.7,2.87912,100A/95A/95A,1.37E+15
CL5_403792121CCS_F0050104CCAM01071P3.CSV,Rocknest6,38.3,+/-,5.7,1.1,1.4,+/-,0.59,0.07,8.5,+/-,3.4,0.2,30.5,+/-,5.1,1.4,3.9,+/-,1.7,0.1,6,+/-,2,0.4,2.71,+/-,0.61,0.11,0.63,+/-,0.71,0.04,91.89,2.62522,100A/95A/95A,5.49E+14
CL5_403792191CCS_F0050104CCAM01071P3.CSV,Rocknest6,35.5,+/-,6.1,1,1.57,+/-,0.64,0.04,8.6,+/-,3.5,0.2,34.4,+/-,5.4,0.9,3.3,+/-,1.7,0.1,4.5,+/-,1.6,0.3,2.84,+/-,0.62,0.09,0.78,+/-,0.77,0.05,91.53,2.62522,100A/95A/95A,6.79E+14
CL5_403792259CCS_F0050104CCAM01071P3.CSV,Rocknest6,36.6,+/-,6,1.1,1.29,+/-,0.56,0.04,9.4,+/-,3.5,0.3,34.5,+/-,5.4,1,3.3,+/-,1.7,0.1,3.4,+/-,1.3,0.4,3.02,+/-,0.62,0.09,0.79,+/-,0.78,0.06,92.26,2.62522,100A/95A/95A,4.02E+14
CL5_403792376CCS_F0050104CCAM01071P3.CSV,Rocknest6,40.6,+/-,5.4,0.6,1.2,+/-,0.54,0.03,9.9,+/-,3.5,0.4,26.1,+/-,4.8,0.9,3.5,+/-,1.7,0.1,6,+/-,2,0.4,3.18,+/-,0.63,0.09,0.91,+/-,0.83,0.06,91.38,2.62522,100A/95A/95A,1.01E+15
CL5_403792444CCS_F0050104CCAM01071P3.CSV,Rocknest6,41.2,+/-,5.3,0.9,1.19,+/-,0.54,0.03,8.7,+/-,3.5,0.2,23.7,+/-,4.6,0.8,4,+/-,1.7,0.1,7.1,+/-,2.3,0.5,3.3,+/-,0.64,0.23,0.82,+/-,0.79,0.09,89.97,2.60616,100A/95A/95A,7.54E+14
CL5_403792617CCS_F0050104CCAM01071P3.CSV,Rocknest6,38.3,+/-,5.7,1.3,1.34,+/-,0.57,0.03,8,+/-,3.4,0.2,27.1,+/-,4.8,1.1,3.8,+/-,1.7,0.1,5.7,+/-,1.9,0.3,2.59,+/-,0.61,0.15,0.45,+/-,0.64,0.03,87.24,2.60616,100A/95A/95A,1.03E+15
CL5_403792732CCS_F0050104CCAM01071P3.CSV,Rocknest6,40.1,+/-,5.5,1.2,1.34,+/-,0.57,0.12,11.2,+/-,3.5,0.5,36.1,+/-,5.5,1.6,2.8,+/-,1.6,0.2,2.8,+/-,1.1,0.4,4.04,+/-,0.7,0.31,0.94,+/-,0.84,0.08,99.14,2.60616,100A/95A/95A,4.90E+14
CL5_403792801CCS_F0050104CCAM01071P3.CSV,Rocknest6,36.2,+/-,6,1.2,1.65,+/-,0.66,0.09,9,+/-,3.5,0.1,39.1,+/-,5.7,1.2,3,+/-,1.6,0.1,3.3,+/-,1.2,0.3,3.07,+/-,0.63,0.16,0.65,+/-,0.72,0.06,95.85,2.60616,100A/95A/95A,7.08E+14
CL5_403792869CCS_F0050104CCAM01071P3.CSV,Rocknest6,40.2,+/-,5.4,1,1.31,+/-,0.57,0.1,8.6,+/-,3.4,0.3,28.2,+/-,4.9,1.1,3.4,+/-,1.7,0.5,3.3,+/-,1.3,1.2,2.9,+/-,0.62,0.15,0.55,+/-,0.68,0.06,88.38,2.6372,100A/95A/95A,1.02E+15
CL5_403793372CCS_F0050104CCAM02071P3.CSV,Zephyr,43.4,+/-,5.1,1.1,1.32,+/-,0.57,0.12,7,+/-,3.3,0.8,20.6,+/-,4.3,0.5,5.1,+/-,1.9,0.3,6.4,+/-,2.1,0.6,2.21,+/-,0.62,0.15,0.56,+/-,0.68,0.1,86.59,2.66283,100A/95A/95A,9.19E+14
CL5_403793442CCS_F0050104CCAM02071P3.CSV,Zephyr,49.4,+/-,5,1.8,1.87,+/-,0.72,0.15,10.4,+/-,3.5,0.5,19.9,+/-,4.2,0.8,3.4,+/-,1.7,0.2,3.5,+/-,1.3,0.7,3.34,+/-,0.64,0.31,1.34,+/-,1.01,0.21,93.1,2.66283,100A/95A/95A,8.82E+14
CL5_403793510CCS_F0050104CCAM02071P3.CSV,Zephyr,45.6,+/-,5,2.7,1.39,+/-,0.59,0.33,8.5,+/-,3.4,0.3,21.6,+/-,4.4,0.8,6.4,+/-,2,0.8,3.2,+/-,1.2,2,2.53,+/-,0.61,0.44,0.58,+/-,0.69,0.22,89.9,2.66283,100A/95A/95A,7.10E+14
CL5_403793625CCS_F0050104CCAM02071P3.CSV,Zephyr,49.5,+/-,5,1.3,2.83,+/-,1.1,0.18,9.2,+/-,3.5,0.4,19.9,+/-,4.2,0.2,4.1,+/-,1.8,0.2,3.4,+/-,1.3,0.6,3.99,+/-,0.7,0.12,1.91,+/-,1.15,0.13,94.8,2.66283,100A/95A/95A,4.86E+14
CL5_403793694CCS_F0050104CCAM02071P3.CSV,Zephyr,44.5,+/-,5,1.2,2.87,+/-,1.12,0.33,7.4,+/-,3.3,0.5,20.4,+/-,4.3,0.6,4.4,+/-,1.8,0.2,3.2,+/-,1.2,0.5,3.16,+/-,0.63,0.21,1.2,+/-,0.95,0.11,87.12,2.66828,100A/95A/95A,8.21E+14
CL5_403793868CCS_F0050104CCAM02071P3.CSV,Zephyr,45.6,+/-,5,1,2.28,+/-,0.84,0.1,8.3,+/-,3.4,0.2,21.3,+/-,4.4,0.5,4.8,+/-,1.8,0.3,3.4,+/-,1.3,0.7,3.41,+/-,0.65,0.12,1.47,+/-,1.05,0.11,90.65,2.66828,100A/95A/95A,8.32E+14
CL5_403793982CCS_F0050104CCAM02071P3.CSV,Zephyr,43.5,+/-,5.1,3.1,0.89,+/-,0.47,0.14,9.3,+/-,3.5,1,18.8,+/-,4,0.7,7.5,+/-,2.2,1,6.7,+/-,2.2,0.6,1.84,+/-,0.64,0.44,0.13,+/-,0.54,0.03,88.65,2.66828,100A/95A/95A,4.66E+14
CL5_403794051CCS_F0050104CCAM02071P3.CSV,Zephyr,43.4,+/-,5.1,2,1.56,+/-,0.63,0.32,7.9,+/-,3.4,0.5,21.1,+/-,4.4,0.6,5.5,+/-,1.9,1.4,4.5,+/-,1.6,0.9,2.1,+/-,0.62,0.33,0.54,+/-,0.67,0.21,86.63,2.66828,100A/95A/95A,6.18E+14
CL5_403794119CCS_F0050104CCAM02071P3.CSV,Zephyr,43.8,+/-,5.1,2.5,0.95,+/-,0.48,0.23,9.1,+/-,3.5,0.6,18.3,+/-,3.9,0.9,7.4,+/-,2.2,1.2,7.3,+/-,2.4,0.7,2.04,+/-,0.63,0.35,0.27,+/-,0.58,0.16,89.2,2.68341,100A/95A/95A,4.69E+14
CL5_403794567CCS_F0050104CCAM03071P3.CSV,Peg,48.8,+/-,4.9,1.8,1.6,+/-,0.64,0.15,12.7,+/-,3.6,0.7,20,+/-,4.2,0.4,3.2,+/-,1.7,0.3,3.9,+/-,1.4,0.7,3.7,+/-,0.67,0.38,1.26,+/-,0.97,0.24,95.24,3.76047,100A/95A/95A,6.19E+14
CL5_403794643CCS_F0050104CCAM03071P3.CSV,Peg,47.4,+/-,4.9,0.8,1.66,+/-,0.66,0.15,12.1,+/-,3.6,0.6,21.7,+/-,4.4,0.7,3.2,+/-,1.7,0.2,4,+/-,1.4,0.6,4.09,+/-,0.71,0.11,1.77,+/-,1.13,0.07,95.9,3.76047,100A/95A/95A,5.31E+14
CL5_403794718CCS_F0050104CCAM03071P3.CSV,Peg,46.5,+/-,5,1.1,2.2,+/-,0.81,0.13,13.4,+/-,3.6,0.9,22.5,+/-,4.5,1.3,2.9,+/-,1.6,0.2,3.7,+/-,1.3,0.4,4.21,+/-,0.73,0.24,1.77,+/-,1.13,0.19,97.16,3.76047,100A/95A/95A,5.08E+14
CL5_403794834CCS_F0050104CCAM03071P3.CSV,Peg,39.8,+/-,5.5,1.5,2.15,+/-,0.8,0.4,9.2,+/-,3.5,0.5,24.4,+/-,4.6,1.8,3.2,+/-,1.7,0.3,7,+/-,2.3,1.9,2.56,+/-,0.61,0.08,0.68,+/-,0.73,0.06,89.03,3.76047,100A/95A/95A,1.08E+15
CL5_403794910CCS_F0050104CCAM03071P3.CSV,Peg,46.2,+/-,5,0.7,1.46,+/-,0.61,0.08,9.2,+/-,3.5,1.2,20.2,+/-,4.3,0.8,3.7,+/-,1.7,0.2,6.6,+/-,2.2,0.6,2.98,+/-,0.62,0.17,0.85,+/-,0.8,0.18,91.26,3.75239,100A/95A/95A,8.42E+14
CL5_403795060CCS_F0050104CCAM03071P3.CSV,Peg,48.4,+/-,4.9,0.5,1.76,+/-,0.69,0.1,9.7,+/-,3.5,0.5,21.5,+/-,4.4,0.2,3.9,+/-,1.7,0.1,3.1,+/-,1.2,0.2,3.86,+/-,0.68,0.15,1.75,+/-,1.13,0.13,94,3.75239,100A/95A/95A,6.50E+14
CL5_403795177CCS_F0050104CCAM03071P3.CSV,Peg,50.2,+/-,5,0.6,1.31,+/-,0.57,0.03,11.1,+/-,3.5,0.3,19.5,+/-,4.1,0.2,4.2,+/-,1.8,0.1,7.4,+/-,2.4,0.5,3.68,+/-,0.66,0.13,1.4,+/-,1.03,0.08,98.71,3.75239,100A/95A/95A,7.10E+14
CL5_403795252CCS_F0050104CCAM03071P3.CSV,Peg,47,+/-,5,0.9,1.98,+/-,0.75,0.08,9.9,+/-,3.5,0.4,20.3,+/-,4.3,0.6,3.3,+/-,1.7,0.2,4,+/-,1.4,0.5,3.41,+/-,0.65,0.22,1.27,+/-,0.98,0.14,91.16,3.75239,100A/95A/95A,1.01E+15
CL5_403795327CCS_F0050104CCAM03071P3.CSV,Peg,48,+/-,4.9,1.2,1.67,+/-,0.66,0.12,11.8,+/-,3.6,0.8,21.7,+/-,4.4,0.6,3.2,+/-,1.7,0.3,4.2,+/-,1.5,0.9,4.21,+/-,0.73,0.21,1.28,+/-,0.98,0.18,95.99,3.75778,100A/95A/95A,8.55E+14
CL5_403880914CCS_F0050104CCAM01072P3.CSV,Schmutz2,44,+/-,5.1,1.1,0.94,+/-,0.48,0.11,9.5,+/-,3.5,1.4,19.9,+/-,4.2,0.4,7.3,+/-,2.2,0.4,7.1,+/-,2.3,0.4,1.87,+/-,0.64,0.17,0.27,+/-,0.58,0.06,90.94,2.28219,100A/60A/60A,3.36E+14
CL5_403880956CCS_F0050104CCAM01072P3.CSV,Schmutz2,46.2,+/-,5,0.8,0.84,+/-,0.46,0.01,10.1,+/-,3.5,0.4,18.5,+/-,4,0.1,8,+/-,2.3,0.1,6,+/-,2,0.1,2.02,+/-,0.63,0.1,0.09,+/-,0.53,0.01,91.68,2.28219,100A/60A/60A,3.67E+14
CL5_403880998CCS_F0050104CCAM01072P3.CSV,Schmutz2,43.4,+/-,5.1,1.7,1,+/-,0.49,0.08,10.4,+/-,3.5,1.1,18.8,+/-,4,1.3,7.3,+/-,2.2,0.7,7,+/-,2.3,0.9,2.2,+/-,0.62,0.23,0.26,+/-,0.58,0.04,90.37,2.28219,100A/60A/60A,2.24E+14
CL5_403881122CCS_F0050104CCAM01072P3.CSV,Schmutz2,44.6,+/-,5,1.2,0.9,+/-,0.47,0.06,8.6,+/-,3.5,0.6,20.6,+/-,4.3,0.7,10.5,+/-,2.7,0.5,5,+/-,1.7,0.4,2.01,+/-,0.63,0.23,0.22,+/-,0.56,0.08,92.41,2.28219,100A/60A/60A,3.45E+14
CL5_403881164CCS_F0050104CCAM01072P3.CSV,Schmutz2,44.9,+/-,5,2,0.94,+/-,0.48,0.07,8.9,+/-,3.5,1.2,19.6,+/-,4.2,0.5,7.7,+/-,2.2,0.6,7.1,+/-,2.3,1.1,1.95,+/-,0.63,0.24,0.34,+/-,0.6,0.04,91.47,2.27618,100A/60A/60A,2.26E+14
CL5_403881309CCS_F0050104CCAM01072P3.CSV,Schmutz2,40.6,+/-,5.4,1.3,0.92,+/-,0.48,0.09,8.7,+/-,3.5,0.7,21.3,+/-,4.4,1.6,6.7,+/-,2.1,0.8,7.3,+/-,2.4,0.7,1.95,+/-,0.63,0.15,0.36,+/-,0.61,0.12,87.94,2.27618,100A/60A/60A,2.54E+14
CL5_403881434CCS_F0050104CCAM01072P3.CSV,Schmutz2,43.5,+/-,5.1,1.5,0.95,+/-,0.48,0.06,8.6,+/-,3.5,0.9,20.1,+/-,4.2,0.9,9.3,+/-,2.5,0.5,5.4,+/-,1.8,0.5,2.07,+/-,0.63,0.25,0.34,+/-,0.6,0.06,90.15,2.27618,100A/60A/60A,2.47E+14
CL5_403881475CCS_F0050104CCAM01072P3.CSV,Schmutz2,42.3,+/-,5.2,3.2,0.83,+/-,0.46,0.08,7.9,+/-,3.4,0.7,20.3,+/-,4.3,0.9,9.4,+/-,2.5,1.6,5.9,+/-,2,1,1.77,+/-,0.64,0.27,0.24,+/-,0.57,0.06,88.65,2.27618,100A/60A/60A,2.79E+14
CL5_403881517CCS_F0050104CCAM01072P3.CSV,Schmutz2,42.1,+/-,5.2,3.8,0.81,+/-,0.45,0.02,8.1,+/-,3.4,1.9,18.3,+/-,3.9,0.9,8.2,+/-,2.3,0.8,7.7,+/-,2.4,0.7,1.66,+/-,0.65,0.37,0.31,+/-,0.59,0.1,87.12,2.27668,100A/60A/60A,1.98E+14
CL5_403881980CCS_F0050104CCAM02072P3.CSV,Epworth,40.7,+/-,5.4,0.3,1.05,+/-,0.5,0.02,13.9,+/-,3.6,0.6,21.2,+/-,4.4,0.1,6.5,+/-,2,0.2,3.5,+/-,1.3,0.1,3.47,+/-,0.65,0.15,0.52,+/-,0.67,0.04,90.93,2.26872,100A/60A/60A,5.34E+14
CL5_403882049CCS_F0050104CCAM02072P3.CSV,Epworth,46.8,+/-,5,1.4,1.13,+/-,0.52,0.05,15.9,+/-,3.6,1.8,20.3,+/-,4.3,0.6,5.2,+/-,1.9,0.6,5.5,+/-,1.8,0.4,4.03,+/-,0.7,0.65,0.49,+/-,0.66,0.09,99.31,2.26872,100A/60A/60A,2.36E+14
CL5_403882117CCS_F0050104CCAM02072P3.CSV,Epworth,50.8,+/-,5,3.2,1.18,+/-,0.53,0.25,11,+/-,3.5,1.9,18.1,+/-,3.9,1,8,+/-,2.3,1,4,+/-,1.4,1.2,2.97,+/-,0.62,0.77,0.35,+/-,0.61,0.12,96.42,2.26872,100A/60A/60A,1.88E+14
CL5_403882185CCS_F0050104CCAM02072P3.CSV,Epworth,51.3,+/-,5,2.3,0.75,+/-,0.44,0.01,10.6,+/-,3.5,0.9,23.1,+/-,4.5,3.7,4.2,+/-,1.8,0.9,2.9,+/-,1.2,0.3,2.29,+/-,0.62,0.3,0.07,+/-,0.52,0.03,95.19,2.26872,100A/60A/60A,3.42E+14
CL5_403882253CCS_F0050104CCAM02072P3.CSV,Epworth,25.8,+/-,7.1,3,0.59,+/-,0.39,0.06,6.8,+/-,3.3,0.5,12.4,+/-,3,0.7,3.4,+/-,1.7,0.1,24.1,+/-,4.6,1.4,1.16,+/-,0.6,0.16,0.1,+/-,0.53,0.01,74.35,2.27768,100A/60A/60A,3.84E+14
CL5_403882765CCS_F0050104CCAM03072P3.CSV,Kilian,38.9,+/-,5.6,2.7,1.1,+/-,0.52,0.18,7.5,+/-,3.4,1.1,19.7,+/-,4.2,1.2,3.7,+/-,1.7,0.4,11.7,+/-,3.1,2.5,2.01,+/-,0.63,0.41,0.51,+/-,0.66,0.22,85.14,3.00257,100A/95A/95A,9.02E+14
CL5_403882841CCS_F0050104CCAM03072P3.CSV,Kilian,43.8,+/-,5.1,0.4,1.42,+/-,0.59,0.05,7.5,+/-,3.4,0.4,21,+/-,4.4,0.3,4.7,+/-,1.8,0.1,7.1,+/-,2.3,0.5,2.78,+/-,0.61,0.06,0.86,+/-,0.81,0.04,89.21,3.00257,100A/95A/95A,8.28E+14
CL5_403883108CCS_F0050104CCAM03072P3.CSV,Kilian,43.5,+/-,5.1,1.5,1.55,+/-,0.63,0.08,12,+/-,3.6,1,23.9,+/-,4.6,1.6,3.3,+/-,1.7,0.2,4.9,+/-,1.7,0.7,3.1,+/-,0.63,0.21,1.03,+/-,0.88,0.14,93.27,3.09973,100A/95A/95A,1.03E+15
CL5_403883259CCS_F0050104CCAM03072P3.CSV,Kilian,49,+/-,5,2.2,1.41,+/-,0.59,0.24,9.4,+/-,3.5,1,19.1,+/-,4.1,1,4.5,+/-,1.8,0.3,5.2,+/-,1.7,1.2,3.33,+/-,0.64,0.25,2.12,+/-,1.18,0.18,94.06,3.09973,100A/95A/95A,5.27E+14
CL5_403883375CCS_F0050104CCAM03072P3.CSV,Kilian,49.1,+/-,5,4.5,1.13,+/-,0.52,0.15,8.9,+/-,3.5,0.5,19.7,+/-,4.2,0.4,6.6,+/-,2.1,0.9,3.5,+/-,1.3,2,1.08,+/-,0.58,0.26,0.17,+/-,0.55,0.04,90.21,3.09973,100A/95A/95A,4.94E+14
CL5_403883450CCS_F0050104CCAM03072P3.CSV,Kilian,50.4,+/-,5,1.1,0.69,+/-,0.42,0.02,16.4,+/-,3.7,0.4,8,+/-,2.4,2.6,5.7,+/-,1.9,0.4,9,+/-,2.7,0.5,3.18,+/-,0.63,0.19,0.24,+/-,0.57,0.02,93.57,3.09973,100A/95A/95A,4.72E+14
CL5_403883525CCS_F0050104CCAM03072P3.CSV,Kilian,57.4,+/-,5.2,0.4,0.81,+/-,0.45,0.01,21.8,+/-,3.8,0.7,3.2,+/-,1.8,1.4,1.8,+/-,1.5,0.2,8.7,+/-,2.7,0.1,6,+/-,1.03,0.13,0.6,+/-,0.7,0.06,100.31,3.10896,100A/95A/95A,2.73E+14
CL5_404058450CCS_F0050104CCAM01074P3.CSV,Crestaurum,39.9,+/-,5.5,1,0.73,+/-,0.43,0.05,7.6,+/-,3.4,0.4,17.5,+/-,3.8,0.4,8.9,+/-,2.4,0.4,7.2,+/-,2.3,0.5,1.49,+/-,0.64,0.11,0.13,+/-,0.54,0.02,83.48,2.72127,100A/95A/95A,6.00E+14
CL5_404058731CCS_F0050104CCAM02074P3.CSV,NAu-2_Hi-S,41.5,+/-,5.3,0.9,0.78,+/-,0.44,0.14,5.2,+/-,3.1,0.2,11.1,+/-,2.8,1.1,2.7,+/-,1.6,0.1,11.9,+/-,3.1,0.6,0.89,+/-,0.53,0.02,0.13,+/-,0.54,0,74.17,1.59377,100A/40A/40A,2.75E+14
CL5_404058918CCS_F0050104CCAM02074P3.CSV,NAu-2_Med-S,43.8,+/-,5.1,0.7,0.68,+/-,0.42,0,6.5,+/-,3.2,0.2,14.5,+/-,3.3,0.6,2.8,+/-,1.6,0.1,11.4,+/-,3.1,0.4,1.09,+/-,0.58,0.03,0.29,+/-,0.59,0.01,81.13,1.58982,100A/40A/40A,2.44E+14
CL5_404059030CCS_F0050104CCAM02074P3.CSV,NAu-2_Low-S,47.1,+/-,5,0.8,0.73,+/-,0.43,0.01,8.1,+/-,3.4,0.1,17.3,+/-,3.8,1.3,3.1,+/-,1.7,0.1,9.1,+/-,2.7,0.3,1.62,+/-,0.65,0.02,0.45,+/-,0.64,0.01,87.47,1.58982,100A/40A/40A,2.33E+14
CL5_404059141CCS_F0050104CCAM02074P3.CSV,Kga-d_Med-S,43.9,+/-,5.1,1.1,1.55,+/-,0.63,0.14,21.5,+/-,3.8,1,9.5,+/-,2.6,1.1,3.1,+/-,1.7,0.2,13.3,+/-,3.3,1.1,1.2,+/-,0.61,0.06,0.21,+/-,0.56,0.02,94.25,1.58786,100A/40A/40A,1.53E+14
CL5_404121613CCS_F0050104CCAM05074P3.CSV,Crestaurum_1,39.5,+/-,5.5,1.2,0.78,+/-,0.44,0.07,7.6,+/-,3.4,0.5,18.3,+/-,3.9,0.6,8.1,+/-,2.3,0.8,7.1,+/-,2.3,0.4,1.59,+/-,0.65,0.11,0.15,+/-,0.54,0.05,83.21,2.7284,100A/95A/95A,5.40E+14
CL5_404236390CCS_F0050104CCAM01076P3.CSV,NAu-2_Hi-S,42,+/-,5.2,0.8,0.63,+/-,0.4,0.01,5.3,+/-,3.1,0.1,13.3,+/-,3.1,1.4,2.8,+/-,1.6,0.1,12.8,+/-,3.2,1,1.09,+/-,0.58,0.02,0.16,+/-,0.55,0.01,78.05,1.58786,100A/40A/40A,2.46E+14
CL5_404236610CCS_F0050104CCAM01076P3.CSV,NAu-2_Med-S,45,+/-,5,0.6,0.66,+/-,0.41,0.01,7.2,+/-,3.3,0.1,13.5,+/-,3.2,0.7,2.2,+/-,1.6,0.1,12,+/-,3.1,0.5,1.06,+/-,0.58,0.02,0.23,+/-,0.57,0.01,81.85,1.58027,100A/40A/40A,1.93E+14
CL5_404236830CCS_F0050104CCAM01076P3.CSV,NAu-2_Low-S,46.3,+/-,5,0.4,0.75,+/-,0.44,0.02,8.1,+/-,3.4,0.1,16.2,+/-,3.6,0.4,2.9,+/-,1.6,0.1,9.1,+/-,2.7,0.2,1.5,+/-,0.64,0.02,0.39,+/-,0.62,0.01,85.2,1.57979,100A/40A/40A,1.90E+14
CL5_404237050CCS_F0050104CCAM01076P3.CSV,Kga-d_Med-S,42.3,+/-,5.2,0.5,1.16,+/-,0.53,0.14,18.8,+/-,3.7,1,10.7,+/-,2.8,0.5,4.4,+/-,1.8,1,13.8,+/-,3.3,0.5,1.22,+/-,0.61,0.08,0.27,+/-,0.58,0.01,92.65,1.58247,100A/40A/40A,1.73E+14
