sPDL Tool v2.0 (Last edited 25 July 2015),Testset Quartiles,SiO2, , , ,TiO2, , , ,Al2O3, , , ,FeOT, , , ,MgO, , , ,CaO, , , ,Na2O, , , ,K2O, , , ,,,,
CL5_404237527CCS_F0050104CCAM01076P3.CSV,Shergottite,45.2,+/-,5,0.6,0.52,+/-,0.36,0.02,12.1,+/-,3.6,0.3,15.8,+/-,3.5,0.2,5.4,+/-,1.9,0.1,14.7,+/-,3.4,0.4,2.78,+/-,0.61,0.08,0.34,+/-,0.6,0.03,96.92,1.58933,100A/40A/40A,1.23E+14
CL5_404237747CCS_F0050104CCAM01076P3.CSV,Picrite,42.4,+/-,5.2,0.6,0.71,+/-,0.42,0.01,12.7,+/-,3.6,0.5,18.2,+/-,3.9,0.2,9.4,+/-,2.5,0.2,7.6,+/-,2.4,0.2,4.07,+/-,0.71,0.09,0.2,+/-,0.56,0.01,95.28,1.58859,100A/40A/40A,2.16E+14
CL5_404237967CCS_F0050104CCAM01076P3.CSV,Norite,41.3,+/-,5.3,0.4,0.83,+/-,0.46,0.01,14.3,+/-,3.6,0.4,16.9,+/-,3.7,0.2,8,+/-,2.3,0.1,12.5,+/-,3.2,0.3,1.58,+/-,0.65,0.11,0.01,+/-,0.51,0,95.28,1.58859,100A/40A/40A,1.74E+14
CL5_404238189CCS_F0050104CCAM01076P3.CSV,Macusanite,72.5,+/-,5.5,0.8,0.54,+/-,0.37,0.05,20.1,+/-,3.7,3.8,0,+/-,1.6,0,0.8,+/-,1.5,0.2,0.3,+/-,0.8,0,2.49,+/-,0.61,0.38,1.3,+/-,0.99,0.44,97.95,1.58687,100A/60A/60A,6.70E+13
CL5_404325218CCS_F0050104CCAM02077P3.CSV,Rocknest3_DP,46.7,+/-,5,0.7,1.74,+/-,0.68,0.28,11.8,+/-,3.6,1.3,20.7,+/-,4.3,1.5,3.6,+/-,1.7,0.2,6.2,+/-,2,1.5,3.32,+/-,0.64,0.2,1.12,+/-,0.92,0.13,95.13,3.44386,100A/95A/95A,1.10E+15
CL5_404325375CCS_F0050104CCAM02077P3.CSV,Rocknest3_DP,49.7,+/-,5,1.3,1.38,+/-,0.58,0.14,14.5,+/-,3.6,1.5,19.7,+/-,4.2,0.5,3.4,+/-,1.7,0.4,4.6,+/-,1.6,0.7,3.96,+/-,0.69,0.26,1.42,+/-,1.03,0.14,98.74,3.44386,100A/95A/95A,8.62E+14
CL5_404325531CCS_F0050104CCAM02077P3.CSV,Rocknest3_DP,44.4,+/-,5,1.1,1.5,+/-,0.62,0.13,11.7,+/-,3.6,0.6,21.2,+/-,4.4,1,3.6,+/-,1.7,0.1,7,+/-,2.3,0.5,3.78,+/-,0.67,0.13,1.36,+/-,1.01,0.1,94.59,3.44386,100A/95A/95A,8.91E+14
CL5_404325687CCS_F0050104CCAM02077P3.CSV,Rocknest3_DP,47.4,+/-,4.9,1.3,1.56,+/-,0.63,0.28,12.7,+/-,3.6,0.8,19.9,+/-,4.2,1.3,3.5,+/-,1.7,0.4,5.7,+/-,1.9,1.1,3.85,+/-,0.68,0.15,1.42,+/-,1.03,0.14,96.08,3.44386,100A/95A/95A,7.72E+14
CL5_404326555CCS_F0050104CCAM03077P3.CSV,Pearson_DP,41.7,+/-,5.3,1.4,1.91,+/-,0.73,0.23,8.4,+/-,3.4,0.6,27.4,+/-,4.9,1.6,3,+/-,1.7,0.2,4,+/-,1.4,1,3,+/-,0.62,0.14,0.94,+/-,0.84,0.1,90.35,3.64279,100A/95A/95A,1.23E+15
CL5_404326712CCS_F0050104CCAM03077P3.CSV,Pearson_DP,43.3,+/-,5.1,1.3,1.66,+/-,0.66,0.1,9.3,+/-,3.5,0.7,26,+/-,4.8,1.7,3.1,+/-,1.7,0.1,4.3,+/-,1.5,0.3,3.02,+/-,0.62,0.11,1,+/-,0.87,0.07,91.69,3.64279,100A/95A/95A,1.16E+15
CL5_404326868CCS_F0050104CCAM03077P3.CSV,Pearson_DP,44.4,+/-,5,0.6,1.63,+/-,0.65,0.04,10.4,+/-,3.5,0.7,23.6,+/-,4.6,0.9,3.1,+/-,1.7,0.1,5,+/-,1.7,0.4,3.29,+/-,0.64,0.13,1.18,+/-,0.94,0.1,92.59,3.64279,100A/95A/95A,1.07E+15
CL5_404327024CCS_F0050104CCAM03077P3.CSV,Pearson_DP,45.9,+/-,5,1.1,1.5,+/-,0.62,0.11,11.3,+/-,3.5,0.5,20.8,+/-,4.3,2.1,3.2,+/-,1.7,0.2,5.5,+/-,1.8,0.8,3.04,+/-,0.62,0.18,0.94,+/-,0.84,0.14,92.19,3.64279,100A/95A/95A,9.51E+14
CL5_404502343CCS_F0050104CCAM01079P3.CSV,Epworth2,46.7,+/-,5,8,0.9,+/-,0.47,0.13,9.5,+/-,3.5,3.2,18.2,+/-,3.9,4.4,5.6,+/-,1.9,2.3,6.1,+/-,2,2,2.38,+/-,0.61,1.56,0.5,+/-,0.66,0.52,89.97,2.29127,100A/60A/60A,2.70E+14
CL5_404502416CCS_F0050104CCAM01079P3.CSV,Epworth2,47.4,+/-,4.9,3,0.72,+/-,0.43,0.07,9.6,+/-,3.5,1.5,17.4,+/-,3.8,1.2,7.1,+/-,2.1,1.2,7,+/-,2.3,0.9,2.48,+/-,0.61,0.64,0.39,+/-,0.62,0.11,92.18,2.29127,100A/60A/60A,2.12E+14
CL5_404502484CCS_F0050104CCAM01079P3.CSV,Epworth2,53.6,+/-,5.1,1.7,0.75,+/-,0.44,0.07,15.6,+/-,3.6,1.7,16.7,+/-,3.7,1.8,5.2,+/-,1.9,0.4,5.8,+/-,1.9,0.4,3.77,+/-,0.67,0.33,0.56,+/-,0.68,0.04,101.83,2.29127,100A/60A/60A,2.31E+14
CL5_404502552CCS_F0050104CCAM01079P3.CSV,Epworth2,44,+/-,5.1,2.6,1.16,+/-,0.53,0.38,9.5,+/-,3.5,0.8,19.7,+/-,4.2,1,6.9,+/-,2.1,1,6.8,+/-,2.2,0.7,2.26,+/-,0.62,0.29,0.32,+/-,0.6,0.07,90.57,2.29127,100A/60A/60A,1.69E+14
CL5_404502620CCS_F0050104CCAM01079P3.CSV,Epworth2,44.5,+/-,5,2.6,0.86,+/-,0.46,0.09,9.6,+/-,3.5,0.7,21.1,+/-,4.4,1.1,5.9,+/-,2,0.7,6,+/-,2,0.9,2.36,+/-,0.61,0.42,0.34,+/-,0.6,0.13,90.62,2.29127,100A/60A/60A,1.71E+14
CL5_404502688CCS_F0050104CCAM01079P3.CSV,Epworth2,43.8,+/-,5.1,3.2,0.66,+/-,0.41,0.08,8.4,+/-,3.4,1.5,17.9,+/-,3.9,1.1,8,+/-,2.3,0.7,7.6,+/-,2.4,2.2,1.91,+/-,0.64,0.52,0.24,+/-,0.57,0.1,88.37,2.29634,100A/60A/60A,1.66E+14
CL5_404502862CCS_F0050104CCAM01079P3.CSV,Epworth2,41.5,+/-,5.3,4,0.71,+/-,0.42,0.14,10.3,+/-,3.5,2,18.5,+/-,4,1,7.7,+/-,2.2,0.7,7,+/-,2.3,1.3,2,+/-,0.63,0.67,0.21,+/-,0.56,0.15,88.01,2.29634,100A/60A/60A,1.56E+14
CL5_404502930CCS_F0050104CCAM01079P3.CSV,Epworth2,42.3,+/-,5.2,1.8,0.76,+/-,0.44,0.04,9.5,+/-,3.5,1.4,18.9,+/-,4,0.9,4.1,+/-,1.8,2.4,10.8,+/-,3,2.8,1.77,+/-,0.64,0.29,0.15,+/-,0.54,0.07,88.22,2.29634,100A/60A/60A,3.11E+14
CL5_404502998CCS_F0050104CCAM01079P3.CSV,Epworth2,45.1,+/-,5,0.9,1.1,+/-,0.52,0.13,8.7,+/-,3.5,0.3,18.2,+/-,3.9,0.3,8.8,+/-,2.4,0.4,5.3,+/-,1.8,0.4,2.39,+/-,0.61,0.14,0.31,+/-,0.59,0.03,89.89,2.29634,100A/60A/60A,1.70E+14
CL5_404503066CCS_F0050104CCAM01079P3.CSV,Epworth2,47.7,+/-,4.9,2.3,1.2,+/-,0.54,0.23,11.6,+/-,3.6,1.8,19.1,+/-,4.1,0.8,5.5,+/-,1.9,0.9,5.4,+/-,1.8,0.7,2.85,+/-,0.62,0.56,0.32,+/-,0.6,0.06,93.67,2.29634,100A/60A/60A,2.87E+14
CL5_404503510CCS_F0050104CCAM02079P3.CSV,Pearson_2,44.3,+/-,5,1.2,1.77,+/-,0.69,0.13,10.1,+/-,3.5,0.5,25.5,+/-,4.7,1.3,2.5,+/-,1.6,0.3,3.2,+/-,1.2,0.4,3.45,+/-,0.65,0.22,1.29,+/-,0.99,0.21,92.1,3.65678,100A/95A/95A,1.37E+15
CL5_404503583CCS_F0050104CCAM02079P3.CSV,Pearson_2,44.8,+/-,5,0.5,2.05,+/-,0.77,0.08,8.1,+/-,3.4,0.4,27.4,+/-,4.9,0.7,3.2,+/-,1.7,0.2,1.6,+/-,0.9,0.3,3.36,+/-,0.64,0.13,1.54,+/-,1.07,0.14,92.01,3.65678,100A/95A/95A,1.26E+15
CL5_404503652CCS_F0050104CCAM02079P3.CSV,Pearson_2,46.6,+/-,5,0.6,1.51,+/-,0.62,0.09,8.3,+/-,3.4,0.5,22.1,+/-,4.5,0.7,3.8,+/-,1.7,0.1,4.3,+/-,1.5,0.5,2.95,+/-,0.62,0.13,1.28,+/-,0.98,0.12,90.84,3.65678,100A/95A/95A,1.29E+15
CL5_404503771CCS_F0050104CCAM02079P3.CSV,Pearson_2,42.5,+/-,5.2,1.2,1.45,+/-,0.6,0.07,7.8,+/-,3.4,0.7,24.7,+/-,4.7,1.1,3.4,+/-,1.7,0.2,7.8,+/-,2.5,0.9,3.15,+/-,0.63,0.14,1.1,+/-,0.91,0.24,91.9,3.65678,100A/95A/95A,1.29E+15
CL5_404503839CCS_F0050104CCAM02079P3.CSV,Pearson_2,37.6,+/-,5.8,1.2,1.36,+/-,0.58,0.05,7.3,+/-,3.3,0.4,29.5,+/-,5,1,2.8,+/-,1.6,0.1,7.7,+/-,2.5,0.7,2.88,+/-,0.62,0.18,0.75,+/-,0.76,0.1,89.9,3.63773,100A/95A/95A,1.36E+15
CL5_404504013CCS_F0050104CCAM02079P3.CSV,Pearson_2,47.2,+/-,5,1.2,1.43,+/-,0.6,0.05,10.3,+/-,3.5,0.6,18.7,+/-,4,0.8,3.4,+/-,1.7,0.2,6.5,+/-,2.1,0.7,3.64,+/-,0.66,0.21,1.53,+/-,1.07,0.15,92.59,3.63773,100A/95A/95A,1.09E+15
CL5_404504132CCS_F0050104CCAM02079P3.CSV,Pearson_2,42.6,+/-,5.2,1.1,2.12,+/-,0.79,0.06,6.8,+/-,3.3,0.2,30.3,+/-,5.1,0.6,3,+/-,1.6,0,4.1,+/-,1.4,0.3,2.8,+/-,0.61,0.08,1.11,+/-,0.91,0.07,92.85,3.63773,100A/95A/95A,1.45E+15
CL5_404504200CCS_F0050104CCAM02079P3.CSV,Pearson_2,44.8,+/-,5,0.6,1.51,+/-,0.62,0.09,7.8,+/-,3.4,0.3,22.8,+/-,4.5,1,3.5,+/-,1.7,0.1,6.5,+/-,2.1,0.4,2.91,+/-,0.62,0.15,1.04,+/-,0.88,0.14,90.79,3.63773,100A/95A/95A,1.39E+15
CL5_404504269CCS_F0050104CCAM02079P3.CSV,Pearson_2,46.1,+/-,5,1,1.66,+/-,0.66,0.16,10.3,+/-,3.5,0.8,22.6,+/-,4.5,1.7,3.3,+/-,1.7,0.2,5.3,+/-,1.8,0.4,3.61,+/-,0.66,0.21,1.28,+/-,0.98,0.16,94.15,3.66317,100A/95A/95A,1.29E+15
CL5_404504734CCS_F0050104CCAM03079P3.CSV,Walsh,46.6,+/-,5,0.5,2.55,+/-,0.96,0.17,7.7,+/-,3.4,0.2,26,+/-,4.8,0.7,4.8,+/-,1.8,0.1,1.7,+/-,1,0.3,2.66,+/-,0.61,0.11,0.97,+/-,0.85,0.09,92.86,4.4457,100A/95A/95A,3.15E+14
CL5_404504815CCS_F0050104CCAM03079P3.CSV,Walsh,41.5,+/-,5.3,1.2,3.06,+/-,1.23,0.26,8.7,+/-,3.5,0.2,29.4,+/-,5,0.8,3.5,+/-,1.7,0.2,2,+/-,1,0.4,3.66,+/-,0.66,0.13,1.32,+/-,1,0.09,93.12,4.4457,100A/95A/95A,4.47E+14
CL5_404504890CCS_F0050104CCAM03079P3.CSV,Walsh,36.2,+/-,6,2.4,3.94,+/-,1.71,0.2,8.2,+/-,3.4,0.6,33.4,+/-,5.3,1.4,2.6,+/-,1.6,0.1,4.1,+/-,1.4,0.6,2.8,+/-,0.61,0.26,1.12,+/-,0.92,0.15,92.4,4.4457,100A/95A/95A,1.81E+14
CL5_404505006CCS_F0050104CCAM03079P3.CSV,Walsh,42.4,+/-,5.2,0.7,2.32,+/-,0.86,0.1,7.2,+/-,3.3,0.3,25.8,+/-,4.7,1.3,4.1,+/-,1.8,0.1,1,+/-,0.9,0.2,2.11,+/-,0.62,0.06,0.48,+/-,0.65,0.02,85.49,4.4457,100A/95A/95A,3.77E+14
CL5_404505082CCS_F0050104CCAM03079P3.CSV,Walsh,40.3,+/-,5.4,1.2,1.79,+/-,0.7,0.05,10.1,+/-,3.5,0.6,26.6,+/-,4.8,1.1,2.4,+/-,1.6,0.1,6.8,+/-,2.2,0.7,2.8,+/-,0.61,0.12,0.84,+/-,0.8,0.06,91.63,4.39546,100A/95A/95A,1.43E+15
CL5_404505235CCS_F0050104CCAM03079P3.CSV,Walsh,46.7,+/-,5,0.5,1.86,+/-,0.72,0.11,9.3,+/-,3.5,0.2,22.8,+/-,4.5,1,3.9,+/-,1.7,0.3,1.8,+/-,1,0.3,3.46,+/-,0.65,0.08,1.23,+/-,0.96,0.05,91.03,4.39546,100A/95A/95A,6.96E+14
CL5_404505352CCS_F0050104CCAM03079P3.CSV,Walsh,37.6,+/-,5.8,1.3,3.62,+/-,1.56,0.11,7.1,+/-,3.3,0.4,29.1,+/-,5,0.6,2.4,+/-,1.6,0.1,1.6,+/-,0.9,0.1,2.81,+/-,0.61,0.11,0.89,+/-,0.82,0.08,85.03,4.39546,100A/95A/95A,2.17E+15
CL5_404505427CCS_F0050104CCAM03079P3.CSV,Walsh,42,+/-,5.2,0.7,1.66,+/-,0.66,0.06,7.9,+/-,3.4,0.2,28.8,+/-,5,0.8,2.8,+/-,1.6,0.1,3,+/-,1.2,0.2,3.4,+/-,0.65,0.08,1.21,+/-,0.96,0.06,90.76,4.39546,100A/95A/95A,9.83E+14
CL5_404505502CCS_F0050104CCAM03079P3.CSV,Walsh,39.9,+/-,5.5,1,1.92,+/-,0.73,0.16,8.2,+/-,3.4,0.4,34.8,+/-,5.4,1,2.8,+/-,1.6,0.1,3.3,+/-,1.3,0.6,4.09,+/-,0.71,0.17,1.48,+/-,1.05,0.11,96.47,4.43444,100A/95A/95A,3.45E+14
CL5_404758205CCS_F0050104CCAM01081P3.CSV,Kenyon,40.3,+/-,5.4,1.7,0.76,+/-,0.44,0.07,8,+/-,3.4,0.7,18.8,+/-,4,0.6,7.4,+/-,2.2,0.6,7.1,+/-,2.3,0.5,1.63,+/-,0.65,0.2,0.16,+/-,0.55,0.05,84.21,2.28672,100A/60A/60A,2.26E+14
CL5_404758282CCS_F0050104CCAM01081P3.CSV,Kenyon,39.7,+/-,5.5,1.7,0.74,+/-,0.43,0.07,7.2,+/-,3.3,1.3,18.6,+/-,4,0.6,8.8,+/-,2.4,2.6,6.7,+/-,2.2,1.1,1.51,+/-,0.65,0.26,0.14,+/-,0.54,0.05,83.42,2.28672,100A/60A/60A,2.10E+14
CL5_404758358CCS_F0050104CCAM01081P3.CSV,Kenyon,43.4,+/-,5.1,1.9,0.8,+/-,0.45,0.07,7.9,+/-,3.4,1.7,18.6,+/-,4,0.9,6.9,+/-,2.1,0.8,8.9,+/-,2.7,1.7,1.49,+/-,0.64,0.47,0.15,+/-,0.54,0.1,88.1,2.28672,100A/60A/60A,2.65E+14
CL5_404758434CCS_F0050104CCAM01081P3.CSV,Kenyon,43.2,+/-,5.1,1.8,0.93,+/-,0.48,0.18,10.4,+/-,3.5,1.8,18.4,+/-,4,2,6.3,+/-,2,1.1,8.2,+/-,2.6,2.4,2.25,+/-,0.62,0.46,0.4,+/-,0.62,0.26,90.13,2.28722,100A/60A/60A,3.25E+14
CL5_404758740CCS_F0050104CCAM01081P3.CSV,Kenyon,42.7,+/-,5.2,1,1.34,+/-,0.57,0.12,6.7,+/-,3.3,0.7,21.3,+/-,4.4,0.2,10.6,+/-,2.7,1.7,3,+/-,1.2,0.9,1.57,+/-,0.65,0.13,0.59,+/-,0.69,0.13,87.77,2.28722,100A/60A/60A,5.29E+14
CL5_404758817CCS_F0050104CCAM01081P3.CSV,Kenyon,43,+/-,5.1,5.5,0.63,+/-,0.4,0.06,15.2,+/-,3.6,2.1,16.5,+/-,3.6,3.4,4.8,+/-,1.8,1.5,10.9,+/-,3,1.2,1.96,+/-,0.63,0.47,0.21,+/-,0.56,0.15,93.12,2.28722,100A/60A/60A,1.77E+14
CL5_404758893CCS_F0050104CCAM01081P3.CSV,Kenyon,42.9,+/-,5.2,1.2,0.77,+/-,0.44,0.11,8.6,+/-,3.5,0.6,18.7,+/-,4,1.1,7.8,+/-,2.2,0.4,8,+/-,2.5,1.1,1.9,+/-,0.64,0.29,0.21,+/-,0.56,0.05,88.92,2.28219,100A/60A/60A,2.33E+14
CL5_404759198CCS_F0050104CCAM01081P3.CSV,Kenyon,55.3,+/-,5.1,1.2,0.75,+/-,0.44,0.01,18.2,+/-,3.7,1.3,4.6,+/-,2,1.8,2,+/-,1.6,1,8,+/-,2.5,0.8,4.51,+/-,0.78,0.33,0.41,+/-,0.63,0.06,93.79,2.28219,100A/60A/60A,2.33E+14
CL5_404759275CCS_F0050104CCAM01081P3.CSV,Kenyon,41.8,+/-,5.3,1.2,0.7,+/-,0.42,0.08,8.4,+/-,3.4,0.5,19.1,+/-,4.1,0.4,8.3,+/-,2.3,0.6,7.3,+/-,2.4,0.8,1.62,+/-,0.65,0.21,0.11,+/-,0.53,0.09,87.34,2.28219,100A/60A/60A,2.82E+14
CL5_404759351CCS_F0050104CCAM01081P3.CSV,Kenyon,48.1,+/-,4.9,4.4,0.84,+/-,0.46,0.06,15.5,+/-,3.6,4.1,15.4,+/-,3.4,5.6,4.6,+/-,1.8,2.2,7.6,+/-,2.4,0.7,2.41,+/-,0.61,0.66,0.4,+/-,0.62,0.17,94.8,2.28622,100A/60A/60A,2.72E+14
CL5_404768560CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,42.1,+/-,5.2,1.2,1.93,+/-,0.73,0.16,9.7,+/-,3.5,0.4,27.7,+/-,4.9,1.9,3.3,+/-,1.7,0.1,4.2,+/-,1.5,0.4,2.99,+/-,0.62,0.19,1.11,+/-,0.91,0.19,92.96,3.48051,100A/95A/95A,1.70E+15
CL5_404768634CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,42.1,+/-,5.2,0.4,2.05,+/-,0.77,0.14,8.2,+/-,3.4,0.3,31.4,+/-,5.2,0.9,2.7,+/-,1.6,0.1,2.4,+/-,1.1,0.3,2.98,+/-,0.62,0.14,0.95,+/-,0.85,0.07,92.86,3.48051,100A/95A/95A,1.49E+15
CL5_404768702CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,40.7,+/-,5.4,0.7,1.86,+/-,0.72,0.04,9.6,+/-,3.5,0.4,29.8,+/-,5,0.8,3.1,+/-,1.7,0.1,3.7,+/-,1.3,0.4,2.95,+/-,0.62,0.11,0.94,+/-,0.84,0.12,92.75,3.48051,100A/95A/95A,1.87E+15
CL5_404768770CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,41.7,+/-,5.3,0.9,1.22,+/-,0.54,0.03,10.4,+/-,3.5,0.7,25.9,+/-,4.7,1.1,6,+/-,2,0.3,4.9,+/-,1.7,0.8,2.7,+/-,0.61,0.15,0.78,+/-,0.77,0.07,93.53,3.48051,100A/95A/95A,1.50E+15
CL5_404768838CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,42.4,+/-,5.2,0.5,1.62,+/-,0.65,0.07,10.2,+/-,3.5,0.8,29.5,+/-,5,0.8,4.4,+/-,1.8,0.5,2.6,+/-,1.1,0.1,2.83,+/-,0.62,0.11,0.58,+/-,0.69,0.06,94.14,3.47358,100A/95A/95A,1.68E+15
CL5_404768984CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,43.8,+/-,5.1,0.8,1.55,+/-,0.63,0.04,11,+/-,3.5,0.8,27.5,+/-,4.9,1.2,2.7,+/-,1.6,0.1,2.8,+/-,1.1,0.1,2.98,+/-,0.62,0.13,0.79,+/-,0.78,0.06,93.04,3.47358,100A/95A/95A,1.31E+15
CL5_404769052CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,39.6,+/-,5.5,0.9,0.95,+/-,0.48,0.04,8.1,+/-,3.4,0.6,26.6,+/-,4.8,1.5,4.7,+/-,1.8,0.2,9,+/-,2.7,0.8,2.75,+/-,0.61,0.1,0.67,+/-,0.73,0.11,92.29,3.47358,100A/95A/95A,1.06E+15
CL5_404769120CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,42.4,+/-,5.2,0.8,1.49,+/-,0.61,0.08,8.3,+/-,3.4,0.3,28.8,+/-,5,0.9,3.7,+/-,1.7,0.3,3.8,+/-,1.4,1.1,2.78,+/-,0.61,0.26,0.6,+/-,0.7,0.05,91.82,3.47358,100A/95A/95A,1.46E+15
CL5_404769188CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,40.6,+/-,5.4,0.4,1.56,+/-,0.63,0.04,10.2,+/-,3.5,0.5,30.6,+/-,5.1,0.7,3.3,+/-,1.7,0.1,4.3,+/-,1.5,0.3,2.72,+/-,0.61,0.06,0.57,+/-,0.69,0.04,93.87,3.47358,100A/95A/95A,1.28E+15
CL5_404769375CCS_F0050104CCAM01082P3.CSV,Rocknest3_1,39.2,+/-,5.6,0.6,1.58,+/-,0.64,0.09,9.2,+/-,3.5,0.7,32.7,+/-,5.2,0.7,3.3,+/-,1.7,0.2,3,+/-,1.2,0.3,2.79,+/-,0.61,0.09,0.55,+/-,0.68,0.04,92.47,3.50616,100A/95A/95A,1.33E+15
CL5_404934115CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,42,+/-,5.2,0.8,2.33,+/-,0.86,0.15,8.2,+/-,3.4,0.4,27.3,+/-,4.9,0.6,3.5,+/-,1.7,0.2,3.9,+/-,1.4,0.8,2.91,+/-,0.62,0.11,0.86,+/-,0.81,0.1,91,3.48979,100A/95A/95A,1.22E+15
CL5_404934189CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,42.5,+/-,5.2,0.9,2.29,+/-,0.85,0.14,9.8,+/-,3.5,0.4,25.1,+/-,4.7,1,2.9,+/-,1.6,0.1,4.8,+/-,1.6,0.9,3.51,+/-,0.65,0.2,1.42,+/-,1.03,0.13,92.21,3.48979,100A/95A/95A,1.19E+15
CL5_404934257CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,45.7,+/-,5,0.8,2.13,+/-,0.79,0.15,10.9,+/-,3.5,0.8,22.5,+/-,4.5,1,3.4,+/-,1.7,0.2,5,+/-,1.7,0.9,3.44,+/-,0.65,0.16,1.31,+/-,0.99,0.11,94.53,3.48979,100A/95A/95A,1.15E+15
CL5_404934325CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,45.3,+/-,5,1.3,2.3,+/-,0.85,0.14,10.2,+/-,3.5,0.7,23.3,+/-,4.6,1,3.7,+/-,1.7,0.4,4.7,+/-,1.6,1,3.26,+/-,0.64,0.26,1.28,+/-,0.98,0.19,94,3.48979,100A/95A/95A,1.12E+15
CL5_404934393CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,47.5,+/-,4.9,1.2,1.74,+/-,0.68,0.22,11.5,+/-,3.5,1.1,19.8,+/-,4.2,0.6,3.4,+/-,1.7,0.4,6.6,+/-,2.2,1.3,3.67,+/-,0.66,0.22,1.48,+/-,1.05,0.16,95.81,3.48631,100A/95A/95A,9.52E+14
CL5_404934568CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,44.5,+/-,5,0.7,1.82,+/-,0.71,0.06,8.3,+/-,3.4,0.3,24.3,+/-,4.6,0.6,5.7,+/-,1.9,0.3,4.9,+/-,1.7,0.9,2.87,+/-,0.62,0.18,0.89,+/-,0.82,0.11,93.24,3.48631,100A/95A/95A,1.11E+15
CL5_404934636CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,45.6,+/-,5,0.8,1.66,+/-,0.66,0.15,11.4,+/-,3.5,0.9,21.3,+/-,4.4,1,3.9,+/-,1.7,0.6,6.4,+/-,2.1,0.6,3.67,+/-,0.66,0.23,1.35,+/-,1.01,0.12,95.31,3.48631,100A/95A/95A,8.92E+14
CL5_404934704CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,42.3,+/-,5.2,1.7,2.31,+/-,0.85,0.31,9.8,+/-,3.5,0.6,28.4,+/-,4.9,1.5,2.9,+/-,1.6,0.2,2,+/-,1,0.4,3.31,+/-,0.64,0.24,0.85,+/-,0.8,0.11,91.81,3.48631,100A/95A/95A,1.12E+15
