sPDL Tool v2.0 (Last edited 25 July 2015),Testset Quartiles,SiO2, , , ,TiO2, , , ,Al2O3, , , ,FeOT, , , ,MgO, , , ,CaO, , , ,Na2O, , , ,K2O, , , ,,,,
CL5_404934772CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,42.9,+/-,5.2,0.8,2.02,+/-,0.76,0.09,12.5,+/-,3.6,0.6,28,+/-,4.9,1.1,2.2,+/-,1.6,0.2,2.3,+/-,1.1,0.5,3.78,+/-,0.67,0.19,1.36,+/-,1.01,0.11,95.04,3.48631,100A/95A/95A,1.19E+15
CL5_404934989CCS_F0050104CCAM01083P3.CSV,Rocknest3_2,42.8,+/-,5.2,0.7,1.76,+/-,0.69,0.16,11,+/-,3.5,0.3,28.5,+/-,4.9,1.3,2.9,+/-,1.6,0.1,2.9,+/-,1.2,0.6,3.55,+/-,0.66,0.15,1.44,+/-,1.04,0.16,94.89,3.51087,100A/95A/95A,1.27E+15
CL5_404935691CCS_F0050104CCAM03083P3.CSV,Crestaurum_2,37.9,+/-,5.8,1.2,0.76,+/-,0.44,0.08,7.8,+/-,3.4,0.6,18.1,+/-,3.9,0.6,8.8,+/-,2.4,0.7,6.9,+/-,2.2,0.5,1.55,+/-,0.65,0.07,0.12,+/-,0.53,0.03,82.03,2.73341,100A/95A/95A,5.73E+14
CL5_404935808CCS_F0050104CCAM03083P3.CSV,Crestaurum_2,37.1,+/-,5.9,1.3,0.75,+/-,0.44,0.08,7.7,+/-,3.4,0.5,17.9,+/-,3.9,0.5,9.2,+/-,2.5,0.5,7,+/-,2.3,0.4,1.48,+/-,0.64,0.08,0.1,+/-,0.53,0.02,81.14,2.73341,100A/95A/95A,5.89E+14
CL5_404936263CCS_F0050104CCAM03083P3.CSV,Crestaurum_2,37.8,+/-,5.8,1.4,0.73,+/-,0.43,0.12,7.3,+/-,3.3,0.8,18.9,+/-,4,1.2,8,+/-,2.3,1.3,7.4,+/-,2.4,1.2,1.49,+/-,0.64,0.15,0.1,+/-,0.53,0.03,81.66,2.73341,100A/95A/95A,5.47E+14
CL5_404936487CCS_F0050104CCAM03083P3.CSV,Crestaurum_2,38.1,+/-,5.7,3,0.74,+/-,0.43,0.1,7.9,+/-,3.4,1,18,+/-,3.9,0.9,8.5,+/-,2.3,0.7,7.1,+/-,2.3,0.7,1.66,+/-,0.65,0.29,0.15,+/-,0.54,0.04,82.25,2.73556,100A/95A/95A,4.59E+14
CL5_405024085CCS_F0050104CCAM02084P3.CSV,Epworth_3,36.2,+/-,6,2.3,1.55,+/-,0.63,0.58,8.1,+/-,3.4,0.6,22.1,+/-,4.5,3.7,6.7,+/-,2.1,1.3,6.4,+/-,2.1,0.5,2.07,+/-,0.63,0.37,0.22,+/-,0.56,0.08,83.23,2.27618,100A/60A/60A,1.10E+14
CL5_405024165CCS_F0050104CCAM02084P3.CSV,Epworth_3,42.7,+/-,5.2,2.3,0.93,+/-,0.48,0.15,10.2,+/-,3.5,1.9,18.7,+/-,4,2.3,6.6,+/-,2.1,2.4,7.7,+/-,2.4,0.9,2.12,+/-,0.62,0.63,0.19,+/-,0.55,0.04,89.08,2.27618,100A/60A/60A,2.11E+14
CL5_405024240CCS_F0050104CCAM02084P3.CSV,Epworth_3,41.8,+/-,5.3,0.7,0.66,+/-,0.41,0.1,5.8,+/-,3.2,1.6,16.4,+/-,3.6,1.4,5.4,+/-,1.9,1.4,14.2,+/-,3.3,4.2,1.14,+/-,0.6,0.4,0.07,+/-,0.52,0.08,85.5,2.27618,100A/60A/60A,2.23E+14
CL5_405024443CCS_F0050104CCAM02084P3.CSV,Epworth_3,45.5,+/-,5,3.1,0.78,+/-,0.44,0.08,9.1,+/-,3.5,1.5,18.2,+/-,3.9,1.8,7.2,+/-,2.1,0.7,7.1,+/-,2.3,0.8,2.16,+/-,0.62,0.57,0.28,+/-,0.58,0.08,90.31,2.27618,100A/60A/60A,2.63E+14
CL5_405024523CCS_F0050104CCAM02084P3.CSV,Epworth_3,39.7,+/-,5.5,4.5,0.93,+/-,0.48,0.19,8.9,+/-,3.5,0.8,19.2,+/-,4.1,1.4,7.1,+/-,2.1,1.5,7.2,+/-,2.3,0.9,2.02,+/-,0.63,0.26,0.23,+/-,0.57,0.08,85.24,2.27918,100A/60A/60A,1.55E+14
CL5_405024832CCS_F0050104CCAM02084P3.CSV,Epworth_3,45.5,+/-,5,4,0.82,+/-,0.45,0.07,11.4,+/-,3.5,3,17.6,+/-,3.8,2.1,5.8,+/-,2,1.9,7.7,+/-,2.4,0.6,2.41,+/-,0.61,0.94,0.26,+/-,0.58,0.11,91.51,2.27918,100A/60A/60A,2.41E+14
CL5_405024912CCS_F0050104CCAM02084P3.CSV,Epworth_3,47.4,+/-,4.9,3.2,0.8,+/-,0.45,0.11,10.9,+/-,3.5,2.4,17.4,+/-,3.8,2.1,7.7,+/-,2.2,1.3,7.7,+/-,2.4,1.1,2.51,+/-,0.61,0.93,0.36,+/-,0.61,0.13,94.85,2.27918,100A/60A/60A,1.87E+14
CL5_405025115CCS_F0050104CCAM02084P3.CSV,Epworth_3,42.5,+/-,5.2,1.8,0.89,+/-,0.47,0.04,9.2,+/-,3.5,1.3,19.5,+/-,4.2,0.7,6.9,+/-,2.1,0.8,6.7,+/-,2.2,0.5,2.34,+/-,0.61,0.87,0.25,+/-,0.57,0.11,88.32,2.27918,100A/60A/60A,2.45E+14
CL5_405025349CCS_F0050104CCAM02084P3.CSV,Epworth_3,46.8,+/-,5,3.3,0.76,+/-,0.44,0.1,10.6,+/-,3.5,1.5,18.5,+/-,4,2,8.3,+/-,2.3,0.9,6.8,+/-,2.2,1.1,2.72,+/-,0.61,0.6,0.25,+/-,0.57,0.09,94.59,2.27818,100A/60A/60A,1.69E+14
CL5_405025429CCS_F0050104CCAM02084P3.CSV,Epworth_3,39.8,+/-,5.5,2.1,0.83,+/-,0.46,0.1,8.2,+/-,3.4,1,20.6,+/-,4.3,0.9,9.2,+/-,2.5,1.2,5.1,+/-,1.7,1.9,1.63,+/-,0.65,0.2,0.24,+/-,0.57,0.06,85.67,2.27818,100A/60A/60A,3.54E+14
CL5_405025650CCS_F0050104CCAM02084P3.CSV,Epworth_3,45,+/-,5,1.6,0.87,+/-,0.47,0.07,11.5,+/-,3.5,1.3,18.6,+/-,4,0.7,5.6,+/-,1.9,0.9,8.7,+/-,2.7,1,2.56,+/-,0.61,0.34,0.15,+/-,0.54,0.04,92.85,2.27618,100A/60A/60A,2.00E+14
CL5_405025722CCS_F0050104CCAM02084P3.CSV,Epworth_3,39.1,+/-,5.6,5.5,0.6,+/-,0.39,0.12,9,+/-,3.5,1.1,16.7,+/-,3.7,1.5,8.5,+/-,2.3,1,7.6,+/-,2.4,0.8,1.87,+/-,0.64,0.54,0.18,+/-,0.55,0.07,83.52,2.27618,100A/60A/60A,1.09E+14
CL5_405025790CCS_F0050104CCAM02084P3.CSV,Epworth_3,49.9,+/-,5,2.8,0.63,+/-,0.4,0.08,14.4,+/-,3.6,1.6,15.1,+/-,3.4,1.4,8.2,+/-,2.3,2.2,5.2,+/-,1.8,1,3.12,+/-,0.63,0.4,0.34,+/-,0.6,0.06,96.94,2.27618,100A/60A/60A,6.58E+13
CL5_405025858CCS_F0050104CCAM02084P3.CSV,Epworth_3,39.5,+/-,5.5,4.4,0.66,+/-,0.41,0.16,8.8,+/-,3.5,1,17.4,+/-,3.8,1.9,8.1,+/-,2.3,1.1,8.2,+/-,2.6,2.3,1.99,+/-,0.63,0.42,0.2,+/-,0.56,0.05,84.9,2.27618,100A/60A/60A,1.20E+14
CL5_405025926CCS_F0050104CCAM02084P3.CSV,Epworth_3,47.6,+/-,4.9,5.7,0.86,+/-,0.46,0.1,14.1,+/-,3.6,3.5,16.4,+/-,3.6,2.4,5.5,+/-,1.9,1.1,6.5,+/-,2.1,0.8,3.58,+/-,0.66,0.96,0.24,+/-,0.57,0.06,94.68,2.27618,100A/60A/60A,1.24E+14
CL5_405290297CCS_F0050104CCAM04087P3.CSV,Rocknest6a,37.9,+/-,5.8,1.9,1.16,+/-,0.53,0.06,10.4,+/-,3.5,1.5,28.9,+/-,5,1.4,3.1,+/-,1.7,0.3,4.3,+/-,1.5,2,3.21,+/-,0.63,0.51,0.74,+/-,0.76,0.2,89.86,2.57138,100A/95A/95A,1.10E+15
CL5_405290371CCS_F0050104CCAM04087P3.CSV,Rocknest6a,39.9,+/-,5.5,1.1,0.95,+/-,0.48,0.05,10.3,+/-,3.5,0.6,25.2,+/-,4.7,1.8,4,+/-,1.7,0.4,7.5,+/-,2.4,0.6,2.9,+/-,0.62,0.14,0.59,+/-,0.69,0.07,91.34,2.57138,100A/95A/95A,1.26E+15
CL5_405290439CCS_F0050104CCAM04087P3.CSV,Rocknest6a,32.6,+/-,6.6,1.1,1.06,+/-,0.51,0.04,9.1,+/-,3.5,0.3,32.1,+/-,5.2,1.7,2.6,+/-,1.6,0.1,7.8,+/-,2.5,0.7,3,+/-,0.62,0.22,0.72,+/-,0.75,0.12,88.91,2.57138,100A/95A/95A,1.09E+15
CL5_405290556CCS_F0050104CCAM04087P3.CSV,Rocknest6a,37.7,+/-,5.8,1.7,1.13,+/-,0.52,0.05,10.4,+/-,3.5,0.4,30.3,+/-,5.1,1.7,3.1,+/-,1.7,0.2,5.4,+/-,1.8,0.7,2.85,+/-,0.62,0.19,0.58,+/-,0.69,0.09,91.48,2.57138,100A/95A/95A,1.27E+15
CL5_405290624CCS_F0050104CCAM04087P3.CSV,Rocknest6a,34.6,+/-,6.3,1.1,1.21,+/-,0.54,0.08,10.4,+/-,3.5,0.9,33,+/-,5.3,1.3,2.7,+/-,1.6,0.3,2.4,+/-,1.1,0.4,2.92,+/-,0.62,0.17,0.55,+/-,0.68,0.06,87.75,2.57457,100A/95A/95A,1.14E+15
CL5_405290799CCS_F0050104CCAM04087P3.CSV,Rocknest6a,37,+/-,5.9,1.1,1.03,+/-,0.5,0.03,9.7,+/-,3.5,0.2,28.7,+/-,5,1.1,3.2,+/-,1.7,0.1,6.1,+/-,2,0.5,3.42,+/-,0.65,0.11,0.84,+/-,0.8,0.05,90.01,2.57457,100A/95A/95A,9.71E+14
CL5_405290914CCS_F0050104CCAM04087P3.CSV,Rocknest6a,34.7,+/-,6.3,1.4,1.16,+/-,0.53,0.03,8.8,+/-,3.5,0.3,33.5,+/-,5.3,1.2,3.2,+/-,1.7,0.2,5.5,+/-,1.8,0.8,2.78,+/-,0.61,0.13,0.61,+/-,0.7,0.06,90.19,2.57457,100A/95A/95A,1.10E+15
CL5_405290983CCS_F0050104CCAM04087P3.CSV,Rocknest6a,35.5,+/-,6.1,1.6,1.23,+/-,0.55,0.05,9,+/-,3.5,0.4,31.9,+/-,5.2,1.8,2.8,+/-,1.6,0.2,3.7,+/-,1.3,0.7,2.49,+/-,0.61,0.18,0.45,+/-,0.64,0.07,87.11,2.57457,100A/95A/95A,1.52E+15
CL5_405291051CCS_F0050104CCAM04087P3.CSV,Rocknest6a,37.7,+/-,5.8,1.6,1.14,+/-,0.52,0.07,10.1,+/-,3.5,0.8,30.1,+/-,5.1,1.9,2.7,+/-,1.6,0.2,4.1,+/-,1.4,0.6,3.06,+/-,0.63,0.25,0.73,+/-,0.75,0.12,89.64,2.58223,100A/95A/95A,1.38E+15
CL5_405291569CCS_F0050104CCAM05087P3.CSV,Rocknest6b,36.9,+/-,5.9,0.7,1.32,+/-,0.57,0.03,9.3,+/-,3.5,0.2,29.3,+/-,5,0.8,3.6,+/-,1.7,0.1,6.1,+/-,2,0.2,3.1,+/-,0.63,0.08,0.79,+/-,0.78,0.05,90.36,2.6003,100A/95A/95A,9.62E+14
CL5_405291642CCS_F0050104CCAM05087P3.CSV,Rocknest6b,29.1,+/-,6.9,1.7,0.83,+/-,0.46,0.1,8.5,+/-,3.4,0.8,30,+/-,5,3.6,2,+/-,1.6,0.3,14.2,+/-,3.3,3.3,1.84,+/-,0.64,0.19,0.42,+/-,0.63,0.04,86.87,2.6003,100A/95A/95A,1.44E+15
CL5_405291711CCS_F0050104CCAM05087P3.CSV,Rocknest6b,35.2,+/-,6.2,0.8,1.31,+/-,0.57,0.03,8.6,+/-,3.5,0.1,32.5,+/-,5.2,0.7,3,+/-,1.6,0.1,4.4,+/-,1.5,0.2,2.68,+/-,0.61,0.1,0.6,+/-,0.7,0.06,88.29,2.6003,100A/95A/95A,1.49E+15
CL5_405291829CCS_F0050104CCAM05087P3.CSV,Rocknest6b,41,+/-,5.3,0.7,1.51,+/-,0.62,0.03,11.1,+/-,3.5,0.4,24.8,+/-,4.7,0.8,3,+/-,1.7,0.1,4.7,+/-,1.6,0.6,2.77,+/-,0.61,0.21,0.62,+/-,0.71,0.08,89.49,2.6003,100A/95A/95A,1.26E+15
CL5_405291897CCS_F0050104CCAM05087P3.CSV,Rocknest6b,35.4,+/-,6.1,0.8,1.23,+/-,0.55,0.05,9.6,+/-,3.5,0.3,31.5,+/-,5.2,0.7,4,+/-,1.7,0.1,7,+/-,2.3,0.5,2.91,+/-,0.62,0.23,0.63,+/-,0.71,0.1,92.26,2.6173,100A/95A/95A,5.26E+14
CL5_405292072CCS_F0050104CCAM05087P3.CSV,Rocknest6b,35.9,+/-,6.1,0.6,1.44,+/-,0.6,0.03,9.9,+/-,3.5,0.2,37.2,+/-,5.6,0.6,2.7,+/-,1.6,0.1,2.7,+/-,1.1,0.2,2.87,+/-,0.62,0.14,0.67,+/-,0.73,0.07,93.31,2.6173,100A/95A/95A,1.46E+15
CL5_405292188CCS_F0050104CCAM05087P3.CSV,Rocknest6b,36.6,+/-,6,1.1,1.69,+/-,0.67,0.1,9.3,+/-,3.5,0.2,36.3,+/-,5.5,1,2.7,+/-,1.6,0.1,2.3,+/-,1.1,0.3,3.26,+/-,0.64,0.14,0.75,+/-,0.76,0.05,92.95,2.6173,100A/95A/95A,9.75E+14
CL5_405292257CCS_F0050104CCAM05087P3.CSV,Rocknest6b,36.8,+/-,5.9,1.7,1.21,+/-,0.54,0.1,9.5,+/-,3.5,0.3,32.9,+/-,5.3,2.1,2.8,+/-,1.6,0.2,6,+/-,2,0.8,3.28,+/-,0.64,0.25,0.71,+/-,0.74,0.06,93.15,2.6173,100A/95A/95A,8.81E+14
CL5_405292326CCS_F0050104CCAM05087P3.CSV,Rocknest6b,41.1,+/-,5.3,2.2,0.96,+/-,0.49,0.14,8.9,+/-,3.5,1.6,20,+/-,4.2,1.2,6.5,+/-,2,1.1,7.3,+/-,2.4,0.7,1.82,+/-,0.64,0.16,0.18,+/-,0.55,0.06,86.75,2.63653,100A/95A/95A,6.34E+14
CL5_405301360CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,36.8,+/-,5.9,0.7,1.24,+/-,0.55,0.05,5.2,+/-,3.1,0.3,29.3,+/-,5,0.7,7.1,+/-,2.1,0.6,5.9,+/-,2,0.5,1.9,+/-,0.64,0.1,0.17,+/-,0.55,0.03,87.56,3.48283,100A/95A/95A,1.39E+15
CL5_405301434CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,41,+/-,5.3,0.6,1.35,+/-,0.58,0.06,8.1,+/-,3.4,0.2,28.8,+/-,5,1,3.6,+/-,1.7,0.1,3.6,+/-,1.3,0.6,2.75,+/-,0.61,0.07,0.62,+/-,0.71,0.05,89.76,3.48283,100A/95A/95A,1.08E+15
CL5_405301503CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,39.8,+/-,5.5,0.4,1.28,+/-,0.56,0.02,6.6,+/-,3.3,0.1,27.2,+/-,4.8,0.8,4.3,+/-,1.8,0.1,5.8,+/-,1.9,0.6,2.63,+/-,0.61,0.11,0.43,+/-,0.63,0.02,87.9,3.48283,100A/95A/95A,9.84E+14
CL5_405301571CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,45.2,+/-,5,0.8,1.51,+/-,0.62,0.11,11,+/-,3.5,0.4,25.3,+/-,4.7,1.4,3.3,+/-,1.7,0.2,2.6,+/-,1.1,0.3,3.16,+/-,0.63,0.08,0.79,+/-,0.78,0.05,92.82,3.48283,100A/95A/95A,9.86E+14
CL5_405301640CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,44.9,+/-,5,1.6,1.59,+/-,0.64,0.05,10.9,+/-,3.5,0.9,25.5,+/-,4.7,1.4,2.8,+/-,1.6,0.4,2.1,+/-,1,0.2,3.82,+/-,0.68,0.14,1.17,+/-,0.94,0.13,92.84,3.48283,100A/95A/95A,1.09E+15
CL5_405301756CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,34,+/-,6.4,1.4,1.32,+/-,0.57,0.04,6.6,+/-,3.3,0.3,34.5,+/-,5.4,0.8,4.2,+/-,1.8,0.2,3.3,+/-,1.2,0.7,2.47,+/-,0.61,0.07,0.33,+/-,0.6,0.03,86.63,3.49562,100A/95A/95A,1.10E+15
CL5_405301901CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,37.9,+/-,5.8,1.1,1.27,+/-,0.56,0.04,7.9,+/-,3.4,0.8,30.6,+/-,5.1,0.6,4.7,+/-,1.8,0.2,3.9,+/-,1.4,0.4,2.5,+/-,0.61,0.17,0.39,+/-,0.62,0.07,89.2,3.49562,100A/95A/95A,1.14E+15
CL5_405301969CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,40.5,+/-,5.4,0.7,1.44,+/-,0.6,0.05,9,+/-,3.5,0.5,32,+/-,5.2,1,3.4,+/-,1.7,0.1,4.3,+/-,1.5,0.5,3.12,+/-,0.63,0.15,0.66,+/-,0.72,0.04,94.48,3.49562,100A/95A/95A,1.15E+15
CL5_405302037CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,44,+/-,5.1,0.9,1.25,+/-,0.55,0.09,9.4,+/-,3.5,0.3,24.9,+/-,4.7,1.5,3.5,+/-,1.7,0.3,4.2,+/-,1.5,0.2,2.95,+/-,0.62,0.19,0.63,+/-,0.71,0.03,90.92,3.49562,100A/95A/95A,8.93E+14
CL5_405302106CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,43,+/-,5.1,0.7,1.5,+/-,0.62,0.03,9.3,+/-,3.5,0.2,27.5,+/-,4.9,0.8,3.8,+/-,1.7,0.1,4.1,+/-,1.4,0.6,3.04,+/-,0.62,0.13,0.77,+/-,0.77,0.07,93.01,3.49562,100A/95A/95A,1.17E+15
CL5_405302223CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,39,+/-,5.6,0.8,1.68,+/-,0.67,0.09,7.3,+/-,3.3,0.2,34.7,+/-,5.4,1.4,3.4,+/-,1.7,0.2,2.8,+/-,1.1,0.2,2,+/-,0.63,0.13,0.39,+/-,0.62,0.04,91.21,3.51558,100A/95A/95A,1.38E+15
CL5_405302368CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,42.3,+/-,5.2,0.5,1.35,+/-,0.58,0.02,8.3,+/-,3.4,0.5,28.8,+/-,5,0.8,4.1,+/-,1.8,0.1,6.8,+/-,2.2,0.4,3.01,+/-,0.62,0.1,0.68,+/-,0.73,0.05,95.39,3.51558,100A/95A/95A,9.03E+14
CL5_405302436CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,41.2,+/-,5.3,0.8,1.58,+/-,0.64,0.04,6.6,+/-,3.3,0.3,30.9,+/-,5.1,0.8,4.1,+/-,1.8,0.1,5.8,+/-,1.9,0.5,3.04,+/-,0.62,0.15,0.78,+/-,0.77,0.05,94.05,3.51558,100A/95A/95A,9.85E+14
CL5_405302504CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,41.5,+/-,5.3,0.5,1.5,+/-,0.62,0.04,9.3,+/-,3.5,0.3,32.4,+/-,5.2,0.7,3.2,+/-,1.7,0.1,3.2,+/-,1.2,0.3,2.87,+/-,0.62,0.15,0.77,+/-,0.77,0.03,94.77,3.51558,100A/95A/95A,1.65E+15
CL5_405302572CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,32.2,+/-,6.6,0.5,1.97,+/-,0.74,0.03,7.2,+/-,3.3,0.2,43,+/-,6,0.5,2.8,+/-,1.6,0.1,1.3,+/-,0.9,0.2,1.74,+/-,0.64,0.08,0.27,+/-,0.58,0.02,90.41,3.51558,100A/95A/95A,1.74E+15
CL5_405302689CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,43.3,+/-,5.1,0.8,0.98,+/-,0.49,0.02,11.4,+/-,3.5,0.5,24,+/-,4.6,0.9,4.9,+/-,1.8,0.1,4.3,+/-,1.5,0.2,2.97,+/-,0.62,0.24,0.34,+/-,0.6,0.01,92.2,3.59033,100A/95A/95A,6.80E+14
CL5_405303157CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,39.8,+/-,5.5,2.8,0.8,+/-,0.45,0.13,9.7,+/-,3.5,1.2,19,+/-,4.1,0.9,8,+/-,2.3,0.8,7.7,+/-,2.4,0.5,2.02,+/-,0.63,0.27,0.28,+/-,0.58,0.11,87.21,3.60021,100A/95A/95A,2.22E+14
CL5_405303303CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,45.7,+/-,5,0.4,1.31,+/-,0.57,0.11,15.5,+/-,3.6,0.4,20.6,+/-,4.3,0.2,4.8,+/-,1.8,0.1,8,+/-,2.5,0.3,3.66,+/-,0.66,0.19,0.5,+/-,0.66,0.08,99.97,3.60021,100A/95A/95A,3.42E+14
CL5_405303371CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,50.1,+/-,5,1.5,0.73,+/-,0.43,0.13,16.1,+/-,3.7,1.7,16.8,+/-,3.7,1.3,7.3,+/-,2.2,0.3,8.3,+/-,2.6,0.6,3.67,+/-,0.66,0.38,0.8,+/-,0.78,0.19,103.74,3.60021,100A/95A/95A,2.52E+14
CL5_405303440CCS_F0050104CCAM01088P3.CSV,Rocknest_3_Top1,43,+/-,5.1,1.1,0.88,+/-,0.47,0.15,10.9,+/-,3.5,0.6,20.7,+/-,4.3,0.9,7.1,+/-,2.1,0.8,7.5,+/-,2.4,0.6,2.47,+/-,0.61,0.16,0.56,+/-,0.68,0.12,93.01,3.60021,100A/95A/95A,1.90E+14
CL5_405468981CCS_F0050104CCAM02089P3.CSV,Portage,44.6,+/-,5,1.7,1.06,+/-,0.51,0.43,13.1,+/-,3.6,2.7,17.8,+/-,3.8,2.6,6.3,+/-,2,1.6,8.8,+/-,2.7,2.6,2.57,+/-,0.61,0.62,0.45,+/-,0.64,0.27,94.64,2.70572,100A/60A/60A,1.90E+14
CL5_405469061CCS_F0050104CCAM02089P3.CSV,Portage,44.6,+/-,5,2.3,0.78,+/-,0.44,0.14,11.9,+/-,3.6,2.9,18.1,+/-,3.9,2.5,7,+/-,2.1,1.2,8.1,+/-,2.5,0.9,2.74,+/-,0.61,0.83,0.37,+/-,0.61,0.14,93.56,2.70572,100A/60A/60A,1.62E+14
CL5_405469136CCS_F0050104CCAM02089P3.CSV,Portage,43.9,+/-,5.1,2.8,0.8,+/-,0.45,0.09,10,+/-,3.5,0.9,18.9,+/-,4,1.4,6.5,+/-,2,1,7.5,+/-,2.4,1,2.39,+/-,0.61,0.53,0.4,+/-,0.62,0.16,90.42,2.70572,100A/60A/60A,1.31E+14
CL5_405469251CCS_F0050104CCAM02089P3.CSV,Portage,45.7,+/-,5,1.8,0.94,+/-,0.48,0.09,12.3,+/-,3.6,2,18.4,+/-,4,1.2,8.2,+/-,2.3,0.9,7.4,+/-,2.4,0.9,2.54,+/-,0.61,0.38,0.38,+/-,0.62,0.09,95.82,2.70572,100A/60A/60A,2.00E+14
CL5_405469326CCS_F0050104CCAM02089P3.CSV,Portage,42.2,+/-,5.2,2.7,0.92,+/-,0.48,0.1,10.7,+/-,3.5,1.5,20,+/-,4.2,1.1,6.3,+/-,2,0.9,7.7,+/-,2.4,0.9,2.47,+/-,0.61,0.49,0.37,+/-,0.61,0.11,90.71,2.72056,100A/60A/60A,2.26E+14
CL5_405469508CCS_F0050104CCAM02089P3.CSV,Portage,42.1,+/-,5.2,2,0.99,+/-,0.49,1.18,7.8,+/-,3.4,1.4,19.8,+/-,4.2,2.1,6.6,+/-,2.1,0.9,8.5,+/-,2.6,0.9,1.64,+/-,0.65,0.32,0.16,+/-,0.55,0.07,87.64,2.72056,100A/60A/60A,1.44E+14
CL5_405469623CCS_F0050104CCAM02089P3.CSV,Portage,46.4,+/-,5,5.9,0.74,+/-,0.43,0.34,9.2,+/-,3.5,1.2,16.5,+/-,3.6,2.3,9.3,+/-,2.5,1.5,6.4,+/-,2.1,2,2.24,+/-,0.62,0.64,0.23,+/-,0.57,0.08,90.99,2.72056,100A/60A/60A,8.99E+13
CL5_405469699CCS_F0050104CCAM02089P3.CSV,Portage,48.2,+/-,4.9,2,0.83,+/-,0.46,0.1,14.9,+/-,3.6,1.6,17.9,+/-,3.9,1.1,9.9,+/-,2.6,0.9,6.2,+/-,2.1,0.3,3.6,+/-,0.66,0.48,0.35,+/-,0.61,0.03,101.9,2.72056,100A/60A/60A,2.19E+14
CL5_405469774CCS_F0050104CCAM02089P3.CSV,Portage,46.5,+/-,5,1.6,0.85,+/-,0.46,0.11,13.5,+/-,3.6,2.4,17,+/-,3.7,1.2,7.9,+/-,2.2,0.5,7.5,+/-,2.4,0.5,2.78,+/-,0.61,0.35,0.39,+/-,0.62,0.06,96.38,2.73054,100A/60A/60A,3.04E+14
